"","subject","CURRENT_SAC_AMPLITUDE","CURRENT_SAC_DIRECTION","CURRENT_SAC_DURATION","CURRENT_SAC_END_INTEREST_AREAS","CURRENT_SAC_END_INTEREST_AREA_INDEX","CURRENT_SAC_END_INTEREST_AREA_LABEL","CURRENT_SAC_INDEX","CURRENT_SAC_LABEL","CURRENT_SAC_MSG_TEXT_1","CURRENT_SAC_START_INTEREST_AREAS","CURRENT_SAC_START_INTEREST_AREA_INDEX","CURRENT_SAC_START_INTEREST_AREA_LABEL","DATA_FILE","TRIAL_INDEX","TRIAL_LABEL","TRIAL_SACCADE_TOTAL","BUTTON_PRESSED.1.","BUTTON_PRESS_TIME.1.","DISPLAY_ON_TIME.1.","RESPONSE_TIME.1.","RESPONSE_ACCURACY.1.","visual","pic_category","correct","sentence","sentence_type","block","button_expected","polarity","language","congruence","Imagewinner","Ratio","PxSize","logCURRENT_SAC_DURATION"
"1111","t13",3.56,"RIGHT",33,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 831ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",3.49650756146648
"1112","t13",19.36,"LEFT",67,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1118ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",4.20469261939097
"1113","t13",3.51,"UP",29,"[ 1]",1,"ROI_LEFT ",6,"Saccade: 1341ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",3.36729582998647
"1114","t13",22.7,"RIGHT",75,"[ 3]",3,"ROI_RIGHT ",7,"Saccade: 1547ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",4.31748811353631
"1115","t13",0.44,".",8,"[ 3]",3,"ROI_RIGHT ",8,"Saccade: 1770ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",2.07944154167984
"1116","t13",19.65,"LEFT",62,"[ 1]",1,"ROI_LEFT ",9,"Saccade: 1920ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",4.12713438504509
"1117","t13",9.24,"UP",50,"[ 1]",1,"ROI_LEFT ",10,"Saccade: 2241ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",3.91202300542815
"1118","t13",2.54,"UP",25,"[ 1]",1,"ROI_LEFT ",11,"Saccade: 2420ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",3.2188758248682
"1119","t13",18.35,"RIGHT",70,"[ 3]",3,"ROI_RIGHT ",12,"Saccade: 2721ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",14,"Trial: 26",12,2,423466,420648.7862,2817,"correct","fig2_rev_9d10_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","9d10","42px",4.24849524204936
"1120","t13",7.12,"LEFT",39,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 260ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",15,"Trial: 27",2,2,431024,430114.9272,909,"correct","fig2_1d2_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","1d2","28px",3.66356164612965
"1121","t13",16.26,"RIGHT",69,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 468ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",15,"Trial: 27",2,2,431024,430114.9272,909,"correct","fig2_1d2_28px.png",1,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","1d2","28px",4.23410650459726
"1122","t13",6.82,"LEFT",39,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 243ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",16,"Trial: 28",6,4,439607,437881.1722,1725,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",3.66356164612965
"1123","t13",18.11,"RIGHT",77,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 559ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",16,"Trial: 28",6,4,439607,437881.1722,1725,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",4.34380542185368
"1124","t13",5.87,"UP",50,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 786ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",16,"Trial: 28",6,4,439607,437881.1722,1725,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",3.91202300542815
"1125","t13",20.45,"LEFT",65,"[ 1]",1,"ROI_LEFT ",4,"Saccade: 1007ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",16,"Trial: 28",6,4,439607,437881.1722,1725,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",4.17438726989564
"1126","t13",2.67,"UP",33,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1460ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",16,"Trial: 28",6,4,439607,437881.1722,1725,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",3.49650756146648
"1127","t13",19.05,"RIGHT",77,"[ 3]",3,"ROI_RIGHT ",6,"Saccade: 1676ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",16,"Trial: 28",6,4,439607,437881.1722,1725,"correct","fig2_rev_5d6_42px.png",4,"1","B jest wy?sze ni? A.","1",2,4,"Positive","Polish","Congruent","rev","5d6","42px",4.34380542185368
"1128","t13",6.03,"LEFT",39,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 222ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",3.66356164612965
"1129","t13",18.39,"RIGHT",75,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 435ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",4.31748811353631
"1130","t13",6.9,"UP",47,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 691ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",3.85014760171006
"1131","t13",19.4,"LEFT",76,"[ 1]",1,"ROI_LEFT ",4,"Saccade: 918ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",4.33073334028633
"1132","t13",19.84,"RIGHT",76,"[ 3]",3,"ROI_RIGHT ",5,"Saccade: 1321ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",4.33073334028633
"1133","t13",1.97,"DOWN",26,"[ 3]",3,"ROI_RIGHT ",6,"Saccade: 1591ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",3.25809653802148
"1134","t13",18.65,"LEFT",72,"[ 1]",1,"ROI_LEFT ",7,"Saccade: 1799ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",4.27666611901606
"1135","t13",6.95,"UP",45,"[ 1]",1,"ROI_LEFT ",8,"Saccade: 2092ms","button_reponse","[ 1]",1,"ROI_LEFT ","t13.edf",17,"Trial: 29",8,4,446532,444464.1252,2067,"correct","fig2_9d10_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","9d10","28px",3.80666248977032
"1136","t13",2.97,"LEFT",29,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 184ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",3.36729582998647
"1137","t13",6.49,"LEFT",40,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 368ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",3.68887945411394
"1138","t13",18.65,"RIGHT",73,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 553ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",4.29045944114839
"1139","t13",5.62,"UP",49,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 821ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",3.89182029811063
"1140","t13",19.28,"LEFT",76,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1014ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",4.33073334028633
"1141","t13",18.56,"RIGHT",78,"[ 3]",3,"ROI_RIGHT ",6,"Saccade: 1471ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",4.35670882668959
"1142","t13",5.37,"LEFT",436,"[ 3]",3,"ROI_RIGHT ",7,"Saccade: 1924ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",6.07764224334903
"1143","t13",2.99,"RIGHT",26,"[ 3]",3,"ROI_RIGHT ",8,"Saccade: 2664ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",3.25809653802148
"1144","t13",15.31,"LEFT",66,"[ 1]",1,"ROI_LEFT ",9,"Saccade: 2862ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",18,"Trial: 30",9,2,456407,453513.6472,2893,"correct","fig2_7d8_42px.png",3,"0","B jest wy?sze ni? A.","1",2,2,"Positive","Polish","Incongruent","nor","7d8","42px",4.18965474202643
"1145","t13",9.57,"RIGHT",55,"[ 3]",3,"ROI_RIGHT ",1,"Saccade: 320ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.00733318523247
"1146","t13",17.22,"LEFT",70,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 548ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.24849524204936
"1147","t13",4.02,"UP",43,"[ 1]",1,"ROI_LEFT ",3,"Saccade: 777ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",3.76120011569356
"1148","t13",18.84,"RIGHT",75,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 989ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.31748811353631
"1149","t13",19.97,"LEFT",71,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1399ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.26267987704132
"1150","t13",4.24,"UP",37,"[ 1]",1,"ROI_LEFT ",6,"Saccade: 1748ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",3.61091791264422
"1151","t13",18.35,"RIGHT",74,"[ 3]",3,"ROI_RIGHT ",7,"Saccade: 1969ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.30406509320417
"1152","t13",2.42,"UP",40,"[ 3]",3,"ROI_RIGHT ",8,"Saccade: 2339ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",3.68887945411394
"1153","t13",20.12,"LEFT",73,"[ 1]",1,"ROI_LEFT ",9,"Saccade: 2542ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",19,"Trial: 31",9,2,463963,461396.5462,2566,"correct","fig2_rev_5d6_42px.png",4,"0","B jest ni?sze ni? A.","2",2,2,"Negative","Polish","Incongruent","rev","5d6","42px",4.29045944114839
"1154","t13",8.49,"LEFT",45,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 243ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",20,"Trial: 32",3,4,473054,471512.6462,1541,"correct","fig2_1d2_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","1d2","28px",3.80666248977032
"1155","t13",17.98,"RIGHT",76,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 529ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",20,"Trial: 32",3,4,473054,471512.6462,1541,"correct","fig2_1d2_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","1d2","28px",4.33073334028633
"1156","t13",16.95,"LEFT",434,"[ 1]",1,"ROI_LEFT ",3,"Saccade: 903ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",20,"Trial: 32",3,4,473054,471512.6462,1541,"correct","fig2_1d2_28px.png",1,"1","B jest ni?sze ni? A.","2",2,4,"Negative","Polish","Congruent","nor","1d2","28px",6.07304453410041
"1157","t13",6.95,"LEFT",40,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 252ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",21,"Trial: 33",5,4,524675,523493.1172,1181,"correct","fig2_rev_3d4_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","3d4","42px",3.68887945411394
"1158","t13",4.76,"DOWN",36,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 445ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",21,"Trial: 33",5,4,524675,523493.1172,1181,"correct","fig2_rev_3d4_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","3d4","42px",3.58351893845611
"1159","t13",15.86,"RIGHT",86,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 687ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",21,"Trial: 33",5,4,524675,523493.1172,1181,"correct","fig2_rev_3d4_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","3d4","42px",4.45434729625351
"1160","t13",5.1,"RIGHT",36,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 895ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",21,"Trial: 33",5,4,524675,523493.1172,1181,"correct","fig2_rev_3d4_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","3d4","42px",3.58351893845611
"1161","t13",19.18,"LEFT",70,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1143ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",21,"Trial: 33",5,4,524675,523493.1172,1181,"correct","fig2_rev_3d4_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","3d4","42px",4.24849524204936
"1162","t13",3.88,"LEFT",34,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 270ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",22,"Trial: 34",6,2,531326,529826.1192,1499,"correct","fig2_rev_9d10_28px.png",2,"0","A jest wy?sze ni? B.","1",1,2,"Positive","Polish","Incongruent","rev","9d10","28px",3.52636052461616
"1163","t13",1.53,"LEFT",20,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 457ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",22,"Trial: 34",6,2,531326,529826.1192,1499,"correct","fig2_rev_9d10_28px.png",2,"0","A jest wy?sze ni? B.","1",1,2,"Positive","Polish","Incongruent","rev","9d10","28px",2.99573227355399
"1164","t13",16.46,"RIGHT",68,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 560ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",22,"Trial: 34",6,2,531326,529826.1192,1499,"correct","fig2_rev_9d10_28px.png",2,"0","A jest wy?sze ni? B.","1",1,2,"Positive","Polish","Incongruent","rev","9d10","28px",4.21950770517611
"1165","t13",16.12,"LEFT",80,"[ 1]",1,"ROI_LEFT ",4,"Saccade: 894ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",22,"Trial: 34",6,2,531326,529826.1192,1499,"correct","fig2_rev_9d10_28px.png",2,"0","A jest wy?sze ni? B.","1",1,2,"Positive","Polish","Incongruent","rev","9d10","28px",4.38202663467388
"1166","t13",2.89,"LEFT",26,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1110ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",22,"Trial: 34",6,2,531326,529826.1192,1499,"correct","fig2_rev_9d10_28px.png",2,"0","A jest wy?sze ni? B.","1",1,2,"Positive","Polish","Incongruent","rev","9d10","28px",3.25809653802148
"1167","t13",18.81,"RIGHT",64,"[ 3]",3,"ROI_RIGHT ",6,"Saccade: 1292ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",22,"Trial: 34",6,2,531326,529826.1192,1499,"correct","fig2_rev_9d10_28px.png",2,"0","A jest wy?sze ni? B.","1",1,2,"Positive","Polish","Incongruent","rev","9d10","28px",4.15888308335967
"1168","t13",7.71,"LEFT",42,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 232ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",3.73766961828337
"1169","t13",3.22,"UP",28,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 440ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",3.3322045101752
"1170","t13",17.71,"RIGHT",81,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 680ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",4.39444915467244
"1171","t13",17.7,"LEFT",62,"[ 1]",1,"ROI_LEFT ",4,"Saccade: 1136ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",4.12713438504509
"1172","t13",2.18,"DOWN",27,"[ 1]",1,"ROI_LEFT ",5,"Saccade: 1337ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",3.29583686600433
"1173","t13",18.84,"RIGHT",78,"[ 3]",3,"ROI_RIGHT ",6,"Saccade: 1520ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",4.35670882668959
"1174","t13",9.76,"UP",55,"[ 3]",3,"ROI_RIGHT ",7,"Saccade: 1890ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",4.00733318523247
"1175","t13",19.55,"LEFT",60,"[ 1]",1,"ROI_LEFT ",8,"Saccade: 2087ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",23,"Trial: 35",8,4,538893,536792.3902,2100,"correct","fig2_rev_7d8_42px.png",4,"1","A jest ni?sze ni? B.","2",1,4,"Negative","Polish","Congruent","rev","7d8","42px",4.0943445622221
"1176","t13",7.45,"LEFT",44,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 254ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",24,"Trial: 36",5,2,545675,544575.3082,1099,"correct","fig2_3d4_28px.png",1,"0","A jest ni?sze ni? B.","2",1,2,"Negative","Polish","Incongruent","nor","3d4","28px",3.78418963391826
"1177","t13",3.24,"DOWN",35,"[ 1]",1,"ROI_LEFT ",2,"Saccade: 575ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",24,"Trial: 36",5,2,545675,544575.3082,1099,"correct","fig2_3d4_28px.png",1,"0","A jest ni?sze ni? B.","2",1,2,"Negative","Polish","Incongruent","nor","3d4","28px",3.55534806148941
"1178","t13",16.82,"RIGHT",69,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 714ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",24,"Trial: 36",5,2,545675,544575.3082,1099,"correct","fig2_3d4_28px.png",1,"0","A jest ni?sze ni? B.","2",1,2,"Negative","Polish","Incongruent","nor","3d4","28px",4.23410650459726
"1179","t13",3.51,"UP",47,"[ 3]",3,"ROI_RIGHT ",4,"Saccade: 952ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",24,"Trial: 36",5,2,545675,544575.3082,1099,"correct","fig2_3d4_28px.png",1,"0","A jest ni?sze ni? B.","2",1,2,"Negative","Polish","Incongruent","nor","3d4","28px",3.85014760171006
"1180","t13",3.16,"LEFT",17,"[ 3]",3,"ROI_RIGHT ",5,"Saccade: 1194ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",24,"Trial: 36",5,2,545675,544575.3082,1099,"correct","fig2_3d4_28px.png",1,"0","A jest ni?sze ni? B.","2",1,2,"Negative","Polish","Incongruent","nor","3d4","28px",2.83321334405622
"1181","t13",6.42,"LEFT",39,"[ 1]",1,"ROI_LEFT ",1,"Saccade: 245ms",".","[ 2]",2,"ROI_CENTER ","t13.edf",25,"Trial: 37",5,4,553769,552508.2052,1260,"correct","fig2_7d8_28px.png",1,"1","A jest wy?sze ni? B.","1",1,4,"Positive","Polish","Congruent","nor","7d8","28px",3.66356164612965
"1182","t13",18,"RIGHT",74,"[ 3]",3,"ROI_RIGHT ",2,"Saccade: 540ms",".","[ 1]",1,"ROI_LEFT ","t13.edf",25,"Trial: 37",5,4,553769,552508.2052,1260,"correct","fig2_7d8_28px.png",1,"1","A jest wy?sze ni? B.","1",1,4,"Positive","Polish","Congruent","nor","7d8","28px",4.30406509320417
"1183","t13",2.89,"UP",25,"[ 3]",3,"ROI_RIGHT ",3,"Saccade: 760ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",25,"Trial: 37",5,4,553769,552508.2052,1260,"correct","fig2_7d8_28px.png",1,"1","A jest wy?sze ni? B.","1",1,4,"Positive","Polish","Congruent","nor","7d8","28px",3.2188758248682
"1184","t13",20.02,"LEFT",67,"[ 1]",1,"ROI_LEFT ",4,"Saccade: 972ms",".","[ 3]",3,"ROI_RIGHT ","t13.edf",25,"Trial: 37",5,4,553769,552508.2052,1260,"correct","fig2_7d8_28px.png",1,"1","A jest wy?sze ni? B.","1",1,4,"Positive","Polish","Congruent","nor","7d8","28px",4.20469261939097
